id,status,time,card_type,city,amount,fees,discount,balance_before,is_weekend
324,pending,2024-08-25 11:10:00,mastercard,Urmia,2192476,5107,11613,5615615,0
325,processing,2024-03-14 08:01:00,mastercard,Qazvin,140681,896,3210,5275710,1
326,processing,2024-05-20 10:39:00,virtual,Yazd,4033492,1593,23685,8716582,0
327,success,2024-08-19 16:16:00,prepaid,Rasht,118036,2022,17902,3201083,1
328,failed,2024-03-23 05:21:00,shaparak,Shiraz,1118396,2127,1475,2405577,1
329,failed,2024-04-11 11:55:00,debit,Isfahan,2640504,3270,11607,4355077,1
330,processing,2024-12-10 09:04:00,nano,Kashan,2875046,3403,18513,5988762,1
331,reversed,2024-02-03 05:33:00,credit,Bandar Abbas,4204561,5496,11288,9752011,1
332,success,2024-04-19 19:42:00,visa,Hamadan,4900700,4970,2259,11482665,0
333,success,2024-03-17 03:20:00,mastercard,Karaj,224222,6539,3260,3136324,0
334,reversed,2024-12-30 22:37:00,mastercard,Rasht,1476999,5028,21919,2659532,0
335,pending,2024-12-01 22:54:00,micro,Rasht,3178541,6531,5183,5282138,0
336,failed,2024-11-06 22:12:00,virtual,Shiraz,175428,2066,8814,6788117,1
337,processing,2024-04-24 13:34:00,debit,Sanandaj,3174569,4929,29811,9030343,0
338,failed,2024-01-17 14:36:00,visa,Rasht,4204265,1767,12217,4638681,1
339,reversed,2024-01-26 17:25:00,nano,Isfahan,155297,5469,3186,2853918,1
340,reversed,2024-03-26 19:11:00,debit,Hamadan,2363915,3829,16405,9148679,0
341,failed,2024-12-12 18:48:00,mastercard,Qom,2750112,3468,17784,7577773,0
342,failed,2024-10-31 18:55:00,debit,Hamadan,280293,5648,9667,2773431,1
343,processing,2024-07-01 06:56:00,nano,Yazd,182701,2530,26714,4186336,0
344,processing,2024-06-05 17:18:00,micro,Tehran,2394520,3662,10331,7803323,0
345,success,2024-06-16 08:53:00,prepaid,Kerman,683816,5318,13240,3323134,0
346,reversed,2024-04-06 03:57:00,nano,Tehran,965125,6263,4899,4133199,1
347,pending,2024-03-24 20:45:00,virtual,Tabriz,4938757,3051,25495,11619980,0
348,reversed,2024-11-03 03:02:00,nano,Mashhad,2381220,3258,21355,2458254,1
349,processing,2024-02-05 07:27:00,nano,Sanandaj,1488210,6151,21365,7386157,1
350,pending,2024-06-22 14:21:00,visa,Mashhad,1186296,2228,21107,1392967,0
351,failed,2024-02-08 07:45:00,prepaid,Ahvaz,4086589,4449,23305,9685300,1
352,failed,2024-07-02 21:25:00,shaparak,Kashan,4277947,6544,5330,8450280,1
353,success,2024-10-08 13:21:00,virtual,Tabriz,4298098,1441,25326,10569264,0
354,pending,2024-07-16 03:54:00,mastercard,Mashhad,2555256,4408,24385,9050595,0
355,processing,2024-01-18 15:12:00,prepaid,Urmia,1092327,5073,19222,7561953,1
356,success,2024-09-18 01:02:00,virtual,Bandar Abbas,3195833,5799,17390,5197131,0
357,processing,2024-03-30 03:13:00,nano,Yazd,3743236,866,19278,9830592,0
358,pending,2024-06-30 08:39:00,credit,Arak,2593837,1082,11830,8958385,1
359,reversed,2024-12-25 16:30:00,visa,Yazd,4232931,5921,29150,4589075,1
360,processing,2024-07-30 19:17:00,nano,Urmia,419226,2664,23865,5766043,0
361,success,2024-11-27 13:56:00,micro,Hamadan,1300584,4951,24123,7851723,1
362,success,2024-01-25 07:12:00,debit,Kashan,4272574,4369,26076,9620329,1
363,pending,2024-08-24 00:33:00,nano,Yazd,3177463,2955,2837,10056382,1
364,processing,2024-07-23 09:10:00,nano,Urmia,1447196,5845,7138,6203337,0
365,reversed,2024-08-02 15:42:00,debit,Urmia,4367197,1538,25695,7354584,1
366,pending,2024-10-31 14:34:00,nano,Sanandaj,482258,6886,29155,5910892,1
367,success,2024-02-11 17:06:00,nano,Tabriz,219671,3926,13163,4591430,0
368,success,2024-11-05 03:54:00,prepaid,Qazvin,2816556,5922,18378,4821944,1
369,processing,2024-06-04 17:58:00,shaparak,Tehran,152269,6953,26369,1544461,0
370,processing,2024-07-15 17:43:00,credit,Hamadan,2057172,1931,1541,7724651,1
371,reversed,2024-04-06 14:27:00,prepaid,Tehran,4134154,4046,26307,9149378,1
372,failed,2024-12-24 12:50:00,prepaid,Kermanshah,2538026,4835,12953,2791819,0
373,pending,2024-04-17 00:06:00,gift,Karaj,116185,794,5244,1060590,1
374,failed,2024-01-29 03:09:00,virtual,Yazd,517234,5132,5432,2535966,1
375,success,2024-03-14 23:11:00,shaparak,Kerman,3437701,6865,10483,4142686,1
376,pending,2024-08-29 14:13:00,prepaid,Mashhad,88991,1788,16575,5118062,0
377,success,2024-11-21 21:27:00,nano,Kashan,1146617,6771,27871,3841286,0
378,reversed,2024-05-16 16:36:00,gift,Ahvaz,4074631,500,6797,6522563,0
379,reversed,2024-02-27 18:08:00,prepaid,Qom,892406,5422,21833,3844499,1
380,failed,2024-12-02 15:03:00,micro,Qazvin,1723382,2176,4044,5467699,0
381,processing,2024-08-05 01:15:00,shaparak,Bandar Abbas,1497460,1570,9418,5720037,0
382,success,2024-01-15 02:29:00,gift,Arak,2046740,485,14372,6825273,1
383,processing,2024-03-28 08:13:00,mastercard,Mashhad,1782782,6399,4832,6242342,1
384,processing,2024-07-17 04:37:00,micro,Qom,202743,4136,15145,5846315,0
385,reversed,2024-04-27 00:06:00,nano,Isfahan,3081740,6944,25862,7852244,0
386,failed,2024-09-27 09:22:00,micro,Kermanshah,1204598,2259,28228,1357366,0
387,success,2024-07-19 23:43:00,visa,Shiraz,954076,1979,27305,6358458,0
388,processing,2024-01-14 01:46:00,virtual,Hamadan,3944716,1827,10962,10171480,0
389,pending,2024-06-02 01:23:00,micro,Tehran,574144,5291,9551,6330620,1
390,failed,2024-09-18 04:07:00,gift,Arak,2637781,554,22963,6706082,1
391,processing,2024-06-03 12:43:00,shaparak,Karaj,2447579,2636,29452,7889792,1
392,pending,2024-11-29 14:22:00,mastercard,Tabriz,1710705,4455,5290,2609262,0
393,reversed,2024-10-18 00:34:00,prepaid,Urmia,3888839,3103,23957,4270815,1
394,success,2024-07-29 11:07:00,nano,Yazd,979734,4333,17011,6059883,0
395,success,2024-07-15 07:21:00,gift,Isfahan,1369484,189,12308,4831744,0
396,processing,2024-12-10 23:14:00,gift,Shiraz,252077,3961,676,4821401,1
397,processing,2024-03-19 00:04:00,nano,Qom,2406714,3256,10559,5261941,1
398,failed,2024-09-16 07:03:00,visa,Tabriz,4685355,5704,7507,5204713,1
399,success,2024-11-22 13:22:00,virtual,Urmia,1136387,4177,21668,6237291,0
400,reversed,2024-11-07 22:55:00,credit,Qazvin,405761,4682,20556,2072455,1
401,failed,2024-09-14 21:37:00,virtual,Kermanshah,305928,1560,17473,4707151,1
402,processing,2024-11-12 05:59:00,virtual,Kashan,3883610,848,8207,4655149,1
403,processing,2024-04-17 06:07:00,prepaid,Kerman,4070002,3039,19593,9994486,1
404,processing,2024-03-28 22:07:00,shaparak,Rasht,1320600,2265,21563,4315911,0
405,success,2024-11-30 15:55:00,credit,Kerman,497066,4575,27796,5414919,1
406,reversed,2024-01-18 23:42:00,prepaid,Hamadan,2203916,865,21174,9119305,0
407,success,2024-12-28 11:29:00,nano,Urmia,1526845,1206,25835,3552935,0
408,pending,2024-10-12 11:59:00,visa,Qom,2733230,443,130,4407139,1
409,processing,2024-02-06 03:02:00,visa,Yazd,1862023,3623,26867,3837281,0
410,pending,2024-03-21 12:37:00,mastercard,Arak,4761452,3020,7467,8788980,0
411,success,2024-06-20 03:41:00,nano,Karaj,54963,4076,25361,145707,1
412,success,2024-11-30 12:01:00,prepaid,Mashhad,4483465,2973,23764,4568534,0
413,success,2024-01-16 03:13:00,visa,Tabriz,1186957,2646,19277,4155654,1
414,processing,2024-12-21 07:50:00,shaparak,Qazvin,4835003,4749,10265,4844440,0
415,failed,2024-10-14 06:28:00,visa,Isfahan,1150368,3289,12684,8123204,0
416,success,2024-12-04 01:55:00,shaparak,Sanandaj,4128496,5930,20147,9943554,0
417,reversed,2024-03-27 01:12:00,mastercard,Isfahan,4497882,6404,28112,5009932,0
418,failed,2024-07-07 21:04:00,credit,Rasht,427156,2170,5534,5697642,1
419,failed,2024-02-12 12:28:00,micro,Hamadan,3949822,2792,4419,4400903,1
420,reversed,2024-10-27 20:03:00,credit,Kashan,4102013,2,19884,4587696,0
421,failed,2024-06-17 03:21:00,debit,Mashhad,2714184,6615,11823,9052401,0
422,processing,2024-06-08 16:24:00,debit,Isfahan,4054473,3459,18051,10448267,1
423,reversed,2024-06-09 07:02:00,mastercard,Rasht,884772,6919,25291,2108851,0
424,processing,2024-04-22 09:02:00,visa,Qazvin,2414574,3993,12122,3156550,1
425,success,2024-03-16 13:06:00,prepaid,Qazvin,4446044,305,22770,10380921,1
426,processing,2024-04-27 15:41:00,micro,Ahvaz,1987860,1886,18625,6994021,1
427,failed,2024-07-16 08:52:00,virtual,Kashan,525125,6553,19067,5725860,0
428,pending,2024-10-14 14:34:00,virtual,Qom,560745,5644,21828,5233896,0
429,processing,2024-08-16 21:37:00,credit,Tehran,1665586,3423,26280,7832395,1
430,pending,2024-01-05 20:30:00,micro,Yazd,4623521,4031,22521,7036952,0
431,pending,2024-04-06 23:59:00,visa,Ahvaz,3109758,3550,10384,8967417,0
432,reversed,2024-09-16 22:17:00,virtual,Bandar Abbas,2468322,3261,23512,4409515,0
433,pending,2024-11-18 04:09:00,credit,Qazvin,775179,1420,1419,3519394,0
434,processing,2024-07-12 03:07:00,shaparak,Bandar Abbas,453518,2621,22426,3200156,1
435,success,2024-03-03 05:06:00,virtual,Urmia,1955884,3357,29067,2920600,0
436,pending,2024-12-22 02:57:00,gift,Tabriz,2381714,6285,22347,3998552,1
437,pending,2024-01-18 01:40:00,gift,Tehran,1521671,3193,27437,4777338,1
438,pending,2024-07-27 16:42:00,micro,Kermanshah,4513691,1740,14040,7196633,0
439,success,2024-12-06 13:01:00,visa,Shiraz,71730,4039,19407,431909,0
440,reversed,2024-09-16 19:39:00,prepaid,Kerman,3051989,2154,16053,3272542,0
441,success,2024-07-28 14:50:00,prepaid,Qazvin,1928921,1449,22341,5503722,1
442,success,2024-01-24 22:58:00,virtual,Qom,1427286,4615,9033,5762051,1
443,failed,2024-09-15 02:21:00,mastercard,Qom,551005,1064,15727,2698588,0
444,success,2024-02-14 17:33:00,micro,Karaj,3083324,3774,9742,3511932,1
445,success,2024-10-05 04:30:00,virtual,Qom,3098072,2311,2633,9243730,1
446,reversed,2024-07-23 23:15:00,shaparak,Ahvaz,3851077,4955,26938,9510131,0
447,success,2024-08-16 03:52:00,debit,Mashhad,4980397,524,10840,7804191,0
448,pending,2024-07-14 17:56:00,shaparak,Ahvaz,948041,1823,24009,3944116,0
449,failed,2024-06-03 06:00:00,nano,Kermanshah,3610084,2525,27693,7048961,1
450,processing,2024-10-16 17:09:00,mastercard,Bandar Abbas,3690362,2409,29430,7486181,0
451,failed,2024-05-05 01:07:00,gift,Yazd,3455584,4516,21430,10261136,0
452,pending,2024-03-07 18:49:00,debit,Shiraz,256288,6780,26376,3485889,1
453,pending,2024-07-14 00:42:00,visa,Kermanshah,2918332,3790,23737,7220317,1
454,processing,2024-05-30 16:50:00,micro,Kerman,4128360,1060,9085,10859819,1
455,processing,2024-08-09 03:16:00,mastercard,Urmia,1470080,69,2243,5111228,0
456,processing,2024-02-25 12:47:00,shaparak,Hamadan,4694690,2432,7282,9720899,0
457,success,2024-11-03 00:58:00,debit,Hamadan,4704838,894,8347,5366699,0
458,pending,2024-08-11 23:28:00,shaparak,Bandar Abbas,4061342,454,3555,5245595,1
459,pending,2024-10-01 23:01:00,prepaid,Ahvaz,4336585,3336,5886,5039390,0
460,pending,2024-01-01 15:13:00,debit,Shiraz,76964,6835,23678,6132816,0
461,processing,2024-01-09 09:09:00,mastercard,Yazd,351113,4368,15028,4675293,1
462,failed,2024-07-27 17:49:00,mastercard,Sanandaj,4567337,6715,8813,10864843,1
463,success,2024-02-16 00:04:00,debit,Tehran,999110,2798,24382,6104429,0
464,pending,2024-08-23 03:08:00,prepaid,Arak,92644,1284,8813,7079117,1
465,failed,2024-10-18 17:21:00,gift,Hamadan,2547804,5932,1034,6147008,1
466,success,2024-06-30 20:38:00,micro,Tabriz,1341696,1814,12692,4553806,0
467,success,2024-08-03 20:36:00,debit,Tehran,451045,6458,25105,4315399,1
468,reversed,2024-10-13 04:01:00,debit,Kerman,1931064,4474,14520,8712106,0
469,pending,2024-02-26 06:55:00,nano,Arak,1989878,2877,12016,5722929,0
470,processing,2024-02-15 16:13:00,mastercard,Hamadan,1581674,3049,22731,6798006,1
471,failed,2024-05-12 08:03:00,credit,Qom,100105,6905,17680,2168934,0
472,processing,2024-03-17 15:39:00,micro,Qom,4870552,2959,15961,10258053,0
473,reversed,2024-04-02 10:34:00,virtual,Kermanshah,2555805,3241,25412,5397063,1
474,pending,2024-04-04 16:08:00,mastercard,Qom,106070,545,28060,5797967,0
475,pending,2024-10-31 02:12:00,mastercard,Kermanshah,4613750,5895,21279,8270394,1
476,success,2024-07-02 02:32:00,micro,Shiraz,3914014,5524,8381,5704160,0
477,reversed,2024-08-18 07:57:00,prepaid,Rasht,1354768,6716,3064,3303101,0
478,success,2024-09-30 21:49:00,prepaid,Arak,815003,1939,17876,7651192,1
479,processing,2024-03-26 01:25:00,shaparak,Tabriz,685094,5820,28805,5480019,0
480,pending,2024-02-02 21:26:00,credit,Kermanshah,3402824,1897,24265,6446551,0
481,reversed,2024-11-18 01:50:00,shaparak,Qazvin,4864211,5149,15618,9046704,1
482,failed,2024-09-06 13:58:00,prepaid,Kashan,790639,3374,15359,2724474,0
483,pending,2024-02-08 09:44:00,shaparak,Shiraz,347545,4480,20240,3717681,0
484,pending,2024-01-06 11:05:00,debit,Hamadan,3594915,1495,29638,5100091,1
485,success,2024-07-17 08:34:00,virtual,Yazd,256457,4982,3376,6947449,0
486,success,2024-08-29 22:38:00,virtual,Ahvaz,3117254,6144,2086,6235998,0
487,failed,2024-06-21 01:34:00,visa,Kerman,3853466,1332,23733,6633558,1
488,reversed,2024-02-08 06:51:00,virtual,Bandar Abbas,3500099,5662,21933,8614318,1
489,failed,2024-10-23 06:56:00,mastercard,Yazd,90922,4184,6763,4348753,1
490,reversed,2024-02-25 03:03:00,visa,Tabriz,4587953,4419,24967,9248642,0
491,pending,2024-02-15 15:12:00,mastercard,Kerman,1697054,1810,23829,2429307,0
492,failed,2024-11-16 13:30:00,debit,Hamadan,1766827,655,19066,4511277,1
493,success,2024-12-03 16:12:00,virtual,Rasht,1930741,490,24338,2804617,0
494,processing,2024-06-28 10:41:00,shaparak,Qom,2012730,1867,20829,8952185,1
495,failed,2024-01-09 10:11:00,credit,Bandar Abbas,2165007,2769,17305,7846579,1
496,processing,2024-12-20 15:47:00,prepaid,Shiraz,225920,2085,23199,2268674,1
497,success,2024-03-23 15:49:00,micro,Tabriz,1435821,5298,140,6070484,1
498,success,2024-04-29 05:17:00,prepaid,Tehran,1259773,2268,27174,5348834,0
499,processing,2024-01-22 01:18:00,micro,Mashhad,877589,1022,3272,7826981,0
500,success,2024-09-10 13:24:00,virtual,Qom,4172573,1019,6966,7205035,1
501,success,2024-01-04 07:11:00,visa,Urmia,4715563,288,24651,9684458,0
502,processing,2024-12-11 23:06:00,debit,Tabriz,4760829,5246,26382,9352248,0
503,reversed,2024-10-05 16:08:00,visa,Tabriz,3887570,5989,2986,7852891,1
504,failed,2024-11-25 13:57:00,prepaid,Karaj,4173949,3317,26230,9861919,1
505,reversed,2024-07-06 08:56:00,shaparak,Karaj,4035839,3791,17672,10780573,1
506,processing,2024-01-27 10:00:00,virtual,Bandar Abbas,4694613,2051,16897,8768618,1
507,success,2024-03-26 20:38:00,prepaid,Rasht,2584607,4382,27380,6307246,1
508,reversed,2024-02-24 17:54:00,debit,Arak,161275,5624,17305,2267881,0
509,processing,2024-07-12 05:49:00,visa,Ahvaz,1188479,4515,8955,1968093,1
510,pending,2024-03-28 09:50:00,nano,Kashan,2799466,5764,7137,3451456,1
511,reversed,2024-03-13 03:02:00,debit,Shiraz,2422523,686,8964,4168710,0
512,success,2024-07-02 01:03:00,virtual,Yazd,4206183,4600,18106,8640583,0
513,failed,2024-01-06 10:13:00,nano,Yazd,1791612,517,22829,3384165,1
514,processing,2024-09-24 09:19:00,virtual,Rasht,4102761,22,19960,9737935,0
515,reversed,2024-06-17 18:04:00,nano,Mashhad,1182383,2711,24594,8108283,0
516,success,2024-12-11 13:57:00,credit,Mashhad,4273178,5889,22158,5843057,1
517,failed,2024-02-23 10:31:00,prepaid,Karaj,1229074,5335,29089,4677191,1
518,failed,2024-07-04 16:43:00,visa,Mashhad,2397244,5750,743,6599800,1
519,pending,2024-11-04 01:18:00,visa,Kerman,464530,4108,29158,620779,0
520,processing,2024-02-07 17:16:00,micro,Arak,1679866,3802,9106,6674142,0
521,failed,2024-09-14 00:32:00,virtual,Shiraz,987240,480,19479,7950950,1
522,processing,2024-09-28 00:02:00,nano,Ahvaz,1243402,3504,5883,4873668,0
523,pending,2024-10-08 15:33:00,debit,Kermanshah,943154,4652,2352,5157398,1
524,processing,2024-11-13 17:27:00,prepaid,Rasht,583524,4690,26647,3382494,0
525,reversed,2024-09-20 21:34:00,micro,Hamadan,3345310,875,17539,8425752,0
526,reversed,2024-07-29 13:36:00,prepaid,Karaj,420927,153,20474,6689989,1
527,failed,2024-01-29 03:06:00,nano,Shiraz,4162215,3314,456,9190315,0
528,success,2024-04-06 04:22:00,visa,Karaj,1135457,1390,10835,2326721,1
529,failed,2024-06-17 09:19:00,shaparak,Hamadan,2541701,6984,21210,6121189,1
530,failed,2024-08-17 07:49:00,debit,Bandar Abbas,920359,5585,8880,1368444,1
531,processing,2024-06-06 10:16:00,gift,Tehran,2503832,1638,19257,7348232,1
532,failed,2024-03-02 12:13:00,nano,Kashan,4923870,1046,16150,10369780,0
533,failed,2024-03-26 13:23:00,micro,Rasht,4946322,1137,1097,10958956,1
534,reversed,2024-04-07 20:52:00,micro,Qom,1896633,2085,2950,5659189,0
535,failed,2024-03-11 20:57:00,gift,Rasht,2743653,6087,10326,7872494,0
536,failed,2024-05-27 22:01:00,shaparak,Bandar Abbas,863585,866,18614,1553785,1
537,pending,2024-03-26 05:07:00,nano,Shiraz,3126629,5668,13622,4068620,0
538,failed,2024-01-05 19:24:00,micro,Kashan,31056,323,14137,6838552,0
539,success,2024-11-25 05:33:00,visa,Urmia,4034367,5623,5259,10351504,0
540,failed,2024-01-03 22:38:00,mastercard,Karaj,1173361,5819,26776,3644427,0
541,pending,2024-10-22 09:01:00,mastercard,Tabriz,4733569,221,6247,10813402,0
542,failed,2024-08-19 02:53:00,mastercard,Rasht,4366305,5225,28328,8956524,0
543,reversed,2024-05-18 23:01:00,micro,Urmia,166844,3526,28950,3910896,0
544,processing,2024-02-16 13:08:00,nano,Tehran,4545848,3227,29773,10706849,1
545,pending,2024-07-05 14:17:00,micro,Tabriz,449476,5975,16290,5160358,1
546,failed,2024-04-22 14:25:00,micro,Tehran,4742175,3755,20738,4783259,1
547,processing,2024-12-06 00:17:00,micro,Isfahan,3024742,4222,27291,3870868,0
548,reversed,2024-03-22 17:04:00,credit,Bandar Abbas,3577301,6695,12848,6141988,0
549,pending,2024-03-24 23:05:00,prepaid,Bandar Abbas,4116402,6293,5106,6439773,1
550,reversed,2024-10-01 01:51:00,credit,Shiraz,4582824,2408,27921,7141315,0
551,success,2024-06-28 19:13:00,gift,Isfahan,2396164,790,15310,7465588,0
552,processing,2024-03-20 22:15:00,virtual,Rasht,503066,5912,4632,2531535,1
553,reversed,2024-05-10 07:55:00,credit,Arak,4361158,5224,25648,9719065,0
554,reversed,2024-12-28 20:14:00,debit,Hamadan,158363,1371,21695,6410319,0
555,reversed,2024-11-10 13:29:00,mastercard,Kashan,1377537,1316,10784,3852974,1
556,processing,2024-09-08 18:41:00,credit,Tehran,3666893,5523,10877,7490596,0
557,pending,2024-07-04 10:06:00,gift,Arak,2930052,2013,22520,7615608,0
558,success,2024-07-02 22:33:00,credit,Kermanshah,1315947,1107,4571,4629829,1
559,reversed,2024-12-19 04:12:00,mastercard,Shiraz,3825574,6131,20005,7595039,1
560,processing,2024-07-18 09:38:00,prepaid,Qom,3665498,2581,77,8962193,0
561,success,2024-01-02 13:05:00,gift,Hamadan,1966666,6536,9883,3185876,0
562,processing,2024-08-06 10:53:00,prepaid,Kerman,4405754,1003,14669,9928328,1
563,reversed,2024-05-14 23:59:00,mastercard,Kerman,3446647,62,18451,3478082,0
564,success,2024-05-01 21:21:00,shaparak,Sanandaj,885007,407,28811,2924579,1
565,processing,2024-04-05 13:11:00,visa,Yazd,1304939,172,9981,5027238,0
566,failed,2024-07-26 03:53:00,shaparak,Yazd,4391605,6899,26851,6840932,0
567,pending,2024-11-11 11:56:00,credit,Yazd,162445,5372,9285,1710372,1
568,success,2024-06-20 02:19:00,nano,Arak,1122534,5146,12095,2482687,1
569,success,2024-08-06 10:25:00,visa,Karaj,2504987,1603,23589,3724612,0
570,reversed,2024-06-15 23:53:00,virtual,Tehran,2871349,2086,27201,8521083,0
571,reversed,2024-06-19 19:56:00,gift,Sanandaj,4531126,4540,10386,9473755,0
572,pending,2024-06-09 23:27:00,virtual,Yazd,3715577,5170,13849,10146291,1
573,success,2024-07-29 01:34:00,shaparak,Bandar Abbas,3280508,8,15744,8818478,1
574,failed,2024-03-24 18:37:00,nano,Tehran,619465,3836,16813,4782331,0
575,failed,2024-02-11 01:12:00,mastercard,Shiraz,3186995,1038,25316,9490897,0
576,processing,2024-02-01 17:40:00,visa,Karaj,2504009,5528,10943,3643958,1
577,processing,2024-10-13 01:05:00,virtual,Bandar Abbas,4282957,2082,15205,5699822,0
578,reversed,2024-11-01 14:08:00,micro,Karaj,1238387,2858,25400,7583960,0
579,processing,2024-11-07 12:11:00,virtual,Hamadan,4507962,2684,12713,4899629,0
580,failed,2024-04-04 10:34:00,debit,Hamadan,2451485,6417,28413,6784728,0
581,reversed,2024-12-22 04:55:00,credit,Shiraz,4135419,6344,6783,8061389,1
582,pending,2024-12-26 20:40:00,visa,Kashan,2378403,5952,21064,4029027,1
583,reversed,2024-10-03 09:52:00,virtual,Qom,3510811,6660,19923,5111184,1
584,pending,2024-08-11 19:58:00,debit,Arak,2653296,4415,25291,5745406,0
585,failed,2024-06-30 23:24:00,credit,Shiraz,1695989,1922,4163,6979219,0
586,processing,2024-01-12 17:44:00,nano,Tabriz,964642,1585,25740,2740636,1
587,failed,2024-04-19 20:14:00,debit,Urmia,2876625,5052,25899,4734454,1
588,reversed,2024-06-04 07:48:00,mastercard,Kashan,4749439,3899,19507,6025763,0
589,pending,2024-05-09 21:13:00,prepaid,Shiraz,2173288,2016,12366,4103136,1
590,pending,2024-08-12 10:26:00,virtual,Kermanshah,4952491,4933,19084,11804898,0
591,failed,2024-04-05 17:55:00,nano,Sanandaj,2985492,3671,21814,4039118,1
592,pending,2024-04-13 08:59:00,virtual,Ahvaz,226641,2408,10993,2660629,1
593,pending,2024-11-24 03:34:00,credit,Urmia,444536,3051,29954,6843082,1
594,pending,2024-05-24 16:44:00,mastercard,Isfahan,3844595,4622,5568,6883566,1
595,pending,2024-03-29 12:33:00,shaparak,Tabriz,3802337,1712,20597,4199607,0
596,processing,2024-12-28 02:59:00,mastercard,Qom,1491318,5355,27293,5615196,1
597,reversed,2024-06-13 15:41:00,micro,Ahvaz,1778649,5931,8908,6254100,0
598,failed,2024-11-20 21:46:00,mastercard,Mashhad,50140,5405,27260,6408957,1
599,pending,2024-05-28 05:57:00,nano,Qom,2318714,645,13124,9234470,0
600,reversed,2024-07-22 15:35:00,prepaid,Kashan,4412686,3098,18351,6169289,1
